Identifier,Time_h,Replicate,Timepoint,Peak_Nr,Width,Area_All,Ampl_64,Area_64,Area_66,Ampl_66,d34S,Type,Date,Compound
e,511.5,1,19,1,53.7,28.599,1424,27.293,1.306,6811,0,sample,20221114,Sulfate
e,511.5,1,19,2,54.3,28.818,1429,27.503,1.316,6837,0.065,sample,20221114,Sulfate
e,511.5,1,19,3,145.5,32.532,1076,31.051,1.481,5126,-2.499,sample,20221114,Sulfate
e,511.5,1,19,4,54.1,29.089,1448,27.761,1.328,6928,0.01,sample,20221114,Sulfate
e,511.5,1,19,5,54.1,29.322,1454,27.983,1.339,6957,0.154,sample,20221114,Sulfate
e,511.5,2,19,1,54.1,31.211,1551,29.785,1.426,7424,0,sample,20221114,Sulfate
e,511.5,2,19,2,55.6,31.409,1556,29.974,1.435,7450,0.042,sample,20221114,Sulfate
e,511.5,2,19,3,173.7,22.849,599,21.807,1.042,2856,-1.531,sample,20221114,Sulfate
e,511.5,2,19,4,53.6,31.046,1544,29.628,1.418,7393,-0.191,sample,20221114,Sulfate
e,511.5,2,19,5,55.2,31.359,1550,29.926,1.432,7421,-0.104,sample,20221114,Sulfate
e,583.5,2,21,1,54.3,33.224,1649,31.707,1.518,7893,0,sample,20221114,Sulfate
e,583.5,2,21,2,52.7,33.345,1652,31.822,1.523,7908,-0.003,sample,20221114,Sulfate
e,583.5,2,21,3,140.7,29.609,937,28.255,1.353,4485,-1.998,sample,20221114,Sulfate
e,583.5,2,21,4,54.8,33.159,1652,31.644,1.515,7909,-0.163,sample,20221114,Sulfate
e,583.5,2,21,5,55,33.456,1657,31.927,1.528,7932,-0.02,sample,20221114,Sulfate
full,0,1,0,1,54.6,28.632,1425,27.322,1.31,6831,0,sample,20221221,Sulfide
full,0,1,0,2,55.1,28.733,1427,27.418,1.315,6842,0.109,sample,20221221,Sulfide
full,0,1,0,3,125.7,23.129,849,22.075,1.055,4054,-2.003,sample,20221221,Sulfide
full,0,1,0,4,53.8,28.474,1423,27.171,1.302,6820,-0.286,sample,20221221,Sulfide
full,0,1,0,5,53.8,28.821,1431,27.503,1.319,6864,-0.053,sample,20221221,Sulfide
full,7,1,1,1,53.1,29.513,1469,28.166,1.348,7026,0,sample,20221114,Sulfide
full,7,1,1,2,53.6,29.698,1473,28.342,1.356,7048,0.035,sample,20221114,Sulfide
full,7,1,1,3,119.3,14.197,429,13.549,0.648,2049,-2.042,sample,20221114,Sulfide
full,7,1,1,4,54.4,29.74,1483,28.382,1.358,7095,-0.201,sample,20221114,Sulfide
full,7,1,1,5,54.6,30.008,1489,28.638,1.37,7124,-0.061,sample,20221114,Sulfide
full,18,1,2,1,53.5,29.478,1465,28.132,1.346,7007,0,sample,20221114,Sulfide
full,18,1,2,2,55,29.557,1465,28.207,1.349,7010,0.105,sample,20221114,Sulfide
full,18,1,2,3,120.6,18.472,658,17.629,0.843,3144,-2.14,sample,20221114,Sulfide
full,18,1,2,4,54.6,29.184,1455,27.852,1.332,6959,-0.29,sample,20221114,Sulfide
full,18,1,2,5,56,29.506,1462,28.159,1.347,6992,-0.145,sample,20221114,Sulfide
full,18,1,2,1,56.7,28.701,1429,27.388,1.313,6849,0,sample,20221221,Sulfide
full,18,1,2,2,57.7,28.861,1435,27.541,1.32,6875,0.098,sample,20221221,Sulfide
full,18,1,2,3,129.5,32.366,1144,30.889,1.477,5470,-2.105,sample,20221221,Sulfide
full,18,1,2,4,55.1,28.523,1424,27.219,1.304,6826,-0.23,sample,20221221,Sulfide
full,18,1,2,5,57.3,28.852,1431,27.532,1.319,6858,-0.042,sample,20221221,Sulfide
full,43.5,1,4,1,55.2,29.824,1483,28.462,1.363,7100,0,sample,20221114,Sulfide
full,43.5,1,4,2,52.3,29.89,1481,28.524,1.366,7091,-0.049,sample,20221114,Sulfide
full,43.5,1,4,3,135.8,15.332,470,14.634,0.699,2241,-3.483,sample,20221114,Sulfide
full,43.5,1,4,4,53.8,29.537,1472,28.187,1.349,7050,-0.275,sample,20221114,Sulfide
full,43.5,1,4,5,54.7,29.825,1478,28.462,1.363,7079,-0.151,sample,20221114,Sulfide
full,70.5,1,5,1,52.8,29.612,1472,28.259,1.353,7050,0,sample,20221114,Sulfide
full,70.5,1,5,2,55.2,29.74,1473,28.381,1.359,7054,0.008,sample,20221114,Sulfide
full,70.5,1,5,3,136.9,22.945,647,21.902,1.043,3077,-4.011,sample,20221114,Sulfide
full,70.5,1,5,4,54.6,29.357,1463,28.015,1.341,7002,-0.258,sample,20221114,Sulfide
full,70.5,1,5,5,55,29.544,1464,28.194,1.35,7008,-0.099,sample,20221114,Sulfide
full,70.5,2,5,1,54.4,27.548,1372,26.288,1.26,6574,0,sample,20221221,Sulfide
full,70.5,2,5,2,54.9,27.674,1375,26.408,1.266,6592,0.114,sample,20221221,Sulfide
full,70.5,2,5,3,93.2,15.372,580,14.67,0.702,2774,-4.126,sample,20221221,Sulfide
full,70.5,2,5,4,54.4,27.527,1374,26.268,1.259,6585,-0.221,sample,20221221,Sulfide
full,70.5,2,5,5,54.7,27.772,1379,26.502,1.27,6607,-0.031,sample,20221221,Sulfide
full,387.5,2,16,1,52.8,28.4,1410,27.103,1.298,6751,0,sample,20221114,Sulfate
full,387.5,2,16,2,53.6,28.49,1412,27.188,1.302,6761,0.013,sample,20221114,Sulfate
full,387.5,2,16,3,141.3,43.78,1453,41.784,1.996,6934,-2.575,sample,20221114,Sulfate
full,387.5,2,16,4,54.4,28.4,1412,27.103,1.297,6759,-0.183,sample,20221114,Sulfate
full,387.5,2,16,5,53.5,28.571,1416,27.266,1.305,6781,-0.11,sample,20221114,Sulfate
full,529,2,20,1,54.2,28.387,1417,27.089,1.298,6790,0,sample,20221221,Sulfate
full,529,2,20,2,57.6,28.577,1421,27.271,1.306,6807,0.138,sample,20221221,Sulfate
full,529,2,20,3,115,15.296,500,14.599,0.698,2387,-2.795,sample,20221221,Sulfate
full,529,2,20,4,55.7,28.012,1405,26.732,1.28,6729,-0.292,sample,20221221,Sulfate
full,529,2,20,5,57.4,28.414,1412,27.115,1.299,6764,0.03,sample,20221221,Sulfate
SID-9,,,,1,53.1,28.941,1437,27.619,1.322,6880,0,standard,20221114,
SID-9,,,,2,53.2,29.065,1442,27.737,1.328,6903,0.011,standard,20221114,
SID-9,,,,3,180.1,122.167,3915,116.627,5.539,18578,-8.552,standard,20221114,
SID-9,,,,4,56.2,29.055,1437,27.728,1.327,6879,-0.03,standard,20221114,
SID-9,,,,5,54,29.074,1439,27.745,1.328,6887,0.129,standard,20221114,
SID-9,,,,1,54,28.785,1430,27.47,1.315,6844,0,standard,20221114,
SID-9,,,,2,54.8,28.872,1430,27.552,1.319,6846,0.048,standard,20221114,
SID-9,,,,3,120.1,21.197,748,20.236,0.961,3549,-8.378,standard,20221114,
SID-9,,,,4,52.3,28.415,1415,27.117,1.298,6774,-0.296,standard,20221114,
SID-9,,,,5,55,28.683,1420,27.373,1.31,6799,-0.187,standard,20221114,
SID-9,,,,1,53.8,28.621,1423,27.314,1.308,6812,0,standard,20221114,
SID-9,,,,2,53.9,28.746,1425,27.433,1.313,6821,-0.007,standard,20221114,
SID-9,,,,3,170.1,63.421,2077,60.545,2.876,9859,-8.313,standard,20221114,
SID-9,,,,4,53.8,28.526,1417,27.223,1.303,6782,-0.219,standard,20221114,
SID-9,,,,5,53,28.662,1420,27.352,1.309,6796,-0.114,standard,20221114,
SID-9,,,,1,53.4,28.631,1423,27.324,1.308,6812,0,standard,20221114,
SID-9,,,,2,54.6,28.723,1426,27.411,1.312,6824,0.047,standard,20221114,
SID-9,,,,3,161.5,32.06,976,30.606,1.453,4631,-8.511,standard,20221114,
SID-9,,,,4,53.3,28.914,1440,27.594,1.32,6890,-0.265,standard,20221114,
SID-9,,,,5,54.4,29.223,1448,27.888,1.334,6930,-0.125,standard,20221114,
SID-9,,,,1,55.5,32.727,1626,31.232,1.495,7781,0,standard,20221114,
SID-9,,,,2,55.1,32.89,1628,31.387,1.502,7789,-0.02,standard,20221114,
SID-9,,,,3,180.1,31.452,841,30.025,1.428,3994,-7.112,standard,20221114,
SID-9,,,,4,56,32.458,1610,30.975,1.482,7705,-0.244,standard,20221114,
SID-9,,,,5,53.9,32.619,1614,31.129,1.49,7725,-0.107,standard,20221114,
SID-9,,,,1,55,32.46,1612,30.977,1.483,7718,0,standard,20221114,
SID-9,,,,2,54.4,32.457,1607,30.974,1.483,7693,0.099,standard,20221114,
SID-9,,,,3,175,47.915,1325,45.743,2.172,6286,-9.048,standard,20221114,
SID-9,,,,4,54.9,32.074,1591,30.609,1.465,7616,-0.173,standard,20221114,
SID-9,,,,5,54.7,32.214,1593,30.742,1.472,7626,0.019,standard,20221114,
SID-9,,,,1,55.4,34.488,1712,32.912,1.576,8200,0,standard,20221114,
SID-9,,,,2,56.4,34.63,1714,33.048,1.583,8210,0.041,standard,20221114,
SID-9,,,,3,180.1,66.739,1805,63.712,3.026,8567,-8.752,standard,20221114,
SID-9,,,,4,56.6,34.59,1715,33.01,1.58,8211,-0.178,standard,20221114,
SID-9,,,,5,54.8,34.706,1716,33.121,1.586,8218,-0.098,standard,20221114,
SID-9,,,,1,55.7,34.462,1710,32.887,1.575,8186,0,standard,20221114,
SID-9,,,,2,55.1,34.507,1713,32.93,1.577,8201,0.04,standard,20221114,
SID-9,,,,3,117.9,15.376,472,14.678,0.698,2239,-7.815,standard,20221114,
SID-9,,,,4,54.3,34.347,1710,32.778,1.569,8186,-0.211,standard,20221114,
SID-9,,,,5,55.7,34.617,1714,33.035,1.582,8206,-0.081,standard,20221114,
SID-9,,,,1,54.3,31.136,1548,29.714,1.422,7409,0,standard,20221114,
SID-9,,,,2,52.9,31.285,1550,29.856,1.429,7418,0,standard,20221114,
SID-9,,,,3,168.7,43.094,1269,41.141,1.953,6021,-8.876,standard,20221114,
SID-9,,,,4,52.6,31.175,1548,29.751,1.424,7408,-0.268,standard,20221114,
SID-9,,,,5,52.9,31.346,1553,29.914,1.432,7432,-0.063,standard,20221114,
SID-9,,,,1,54.7,31.189,1549,29.765,1.425,7416,0,standard,20221114,
SID-9,,,,2,54.5,30.13,1488,28.754,1.376,7120,0.053,standard,20221114,
SID-9,,,,3,176.6,59.153,1855,56.472,2.68,8799,-9.027,standard,20221114,
SID-9,,,,4,55.1,30.036,1492,28.665,1.372,7139,-0.16,standard,20221114,
SID-9,,,,5,53.6,30.228,1495,28.848,1.381,7156,-0.033,standard,20221114,
SID-9,,,,1,53.7,29.927,1489,28.56,1.366,7122,0,standard,20221114,
SID-9,,,,2,52.8,30.047,1491,28.675,1.372,7133,0.081,standard,20221114,
SID-9,,,,3,180,109.679,2983,104.711,4.968,14137,-9.014,standard,20221114,
SID-9,,,,4,57.8,30.198,1496,28.82,1.379,7158,-0.024,standard,20221114,
SID-9,,,,5,54,30.281,1498,28.899,1.383,7168,0.103,standard,20221114,
SID-9,,,,1,55.4,30.125,1493,28.75,1.376,7143,0,standard,20221114,
SID-9,,,,2,55.8,30.171,1494,28.793,1.378,7150,0.026,standard,20221114,
SID-9,,,,3,170.8,46.438,1362,44.335,2.104,6454,-8.999,standard,20221114,
SID-9,,,,4,53.5,30.063,1493,28.691,1.373,7142,-0.203,standard,20221114,
SID-9,,,,5,54.9,30.296,1497,28.913,1.383,7164,-0.052,standard,20221114,
SID-9,,,,1,59.3,29.181,1458,27.847,1.334,6982,0,standard,20221221,
SID-9,,,,2,59.4,29.396,1461,28.052,1.344,6995,0.036,standard,20221221,
SID-9,,,,3,142.7,61.158,2246,58.38,2.778,10683,-7.093,standard,20221221,
SID-9,,,,4,59.4,29.269,1459,27.932,1.337,6986,-0.271,standard,20221221,
SID-9,,,,5,58.9,29.465,1462,28.119,1.347,7005,-0.006,standard,20221221,
SID-9,,,,1,58.9,29.072,1452,27.743,1.329,6955,0,standard,20221221,
SID-9,,,,2,59.1,29.213,1453,27.878,1.335,6961,0.056,standard,20221221,
SID-9,,,,3,141.2,32.412,1162,30.942,1.471,5519,-8.231,standard,20221221,
SID-9,,,,4,57.8,28.861,1442,27.543,1.319,6902,-0.39,standard,20221221,
SID-9,,,,5,57.1,29.181,1450,27.847,1.334,6943,-0.105,standard,20221221,
SID-9,,,,1,55,28.191,1406,26.902,1.289,6735,0,standard,20221221,
SID-9,,,,2,56,28.38,1410,27.082,1.298,6757,0.112,standard,20221221,
SID-9,,,,3,164.7,58.663,1992,56.001,2.662,9464,-8.776,standard,20221221,
SID-9,,,,4,57.3,28.187,1405,26.898,1.289,6731,-0.239,standard,20221221,
SID-9,,,,5,58.3,28.41,1409,27.111,1.299,6754,0.016,standard,20221221,
SID-9,,,,1,57.4,28.182,1404,26.893,1.289,6729,0,standard,20221221,
SID-9,,,,2,56.8,28.296,1406,27.002,1.294,6739,0.09,standard,20221221,
SID-9,,,,3,148.4,54.193,1992,51.735,2.458,9453,-9.304,standard,20221221,
SID-9,,,,4,54.7,28.056,1400,26.773,1.283,6708,-0.243,standard,20221221,
SID-9,,,,5,57.6,28.295,1403,27.001,1.294,6722,-0.008,standard,20221221,
SID-9,,,,1,56.9,29.6,1472,28.246,1.354,7057,0,standard,20221221,
SID-9,,,,2,55.3,29.651,1472,28.295,1.356,7055,0.069,standard,20221221,
SID-9,,,,3,154.4,47.832,1554,45.661,2.171,7385,-8.662,standard,20221221,
SID-9,,,,4,57,29.148,1453,27.815,1.333,6963,-0.217,standard,20221221,
SID-9,,,,5,58.7,29.378,1455,28.034,1.344,6974,0.045,standard,20221221,
SID-9,,,,1,55.5,29.027,1445,27.699,1.328,6927,0,standard,20221221,
SID-9,,,,2,53.7,29.087,1446,27.756,1.331,6932,0.152,standard,20221221,
SID-9,,,,3,180,94.922,3030,90.617,4.306,14385,-9.445,standard,20221221,
SID-9,,,,4,57.6,28.951,1437,27.627,1.324,6887,-0.195,standard,20221221,
SID-9,,,,5,55.6,29.046,1437,27.717,1.329,6886,0.118,standard,20221221,
SID-9,,,,1,56.6,30.793,1531,29.384,1.409,7340,0,standard,20221221,
SID-9,,,,2,57.5,30.893,1533,29.479,1.413,7350,0.08,standard,20221221,
SID-9,,,,3,124.2,43.172,1547,41.213,1.959,7347,-9.039,standard,20221221,
SID-9,,,,4,56.9,30.651,1525,29.249,1.402,7309,-0.192,standard,20221221,
SID-9,,,,5,56.2,30.845,1530,29.434,1.411,7334,0.056,standard,20221221,
SID-9,,,,1,56.6,30.421,1514,29.029,1.392,7257,0,standard,20221221,
SID-9,,,,2,56.3,30.414,1509,29.023,1.392,7238,0.093,standard,20221221,
SID-9,,,,3,149.1,40.935,1436,39.077,1.857,6820,-9.358,standard,20221221,
SID-9,,,,4,55.5,29.893,1490,28.526,1.367,7139,-0.448,standard,20221221,
SID-9,,,,5,54.6,30.189,1494,28.808,1.381,7158,-0.288,standard,20221221,
SID-9,,,,1,52.4,27.242,1359,25.996,1.246,6515,0,standard,20221221,
SID-9,,,,2,54.5,27.419,1361,26.165,1.254,6527,0.066,standard,20221221,
SID-9,,,,3,140.7,42.277,1504,40.358,1.918,7144,-9.188,standard,20221221,
SID-9,,,,4,55.4,27.297,1359,26.049,1.248,6515,-0.258,standard,20221221,
SID-9,,,,5,56,27.529,1366,26.269,1.259,6547,0.01,standard,20221221,
SID-9,,,,1,54.5,27.453,1368,26.2,1.253,6540,0,standard,20221221,
SID-9,,,,2,54.9,27.637,1373,26.375,1.262,6566,0.058,standard,20221221,
SID-9,,,,3,146.5,49.486,1596,47.247,2.239,7559,-9.766,standard,20221221,
SID-9,,,,4,54.8,29.922,1489,28.557,1.365,7119,-0.447,standard,20221221,
SID-9,,,,5,55.7,30.103,1492,28.729,1.374,7137,-0.163,standard,20221221,
SID-9,,,,1,55.3,28.557,1422,27.251,1.306,6818,0,standard,20221221,
SID-9,,,,2,52.5,28.225,1396,26.933,1.291,6691,0.02,standard,20221221,
SID-9,,,,3,140.3,45.366,1570,43.308,2.058,7454,-9.378,standard,20221221,
SID-9,,,,4,54.4,26.935,1342,25.703,1.232,6434,-0.29,standard,20221221,
SID-9,,,,5,55.4,27.241,1351,25.995,1.246,6477,-0.05,standard,20221221,
SW,,,,1,55,28.712,1427,27.4,1.312,6831,0,standard,20221114,
SW,,,,2,53.1,28.865,1431,27.546,1.319,6850,0.035,standard,20221114,
SW,,,,3,149.6,31.078,965,29.634,1.444,4696,19.326,standard,20221114,
SW,,,,4,53.7,28.581,1421,27.275,1.305,6800,-0.227,standard,20221114,
SW,,,,5,53.1,28.712,1423,27.4,1.312,6812,-0.111,standard,20221114,
SW,,,,1,53.5,28.571,1418,27.265,1.306,6791,0,standard,20221114,
SW,,,,2,55,28.731,1423,27.418,1.313,6814,0.035,standard,20221114,
SW,,,,3,142.7,29.708,911,28.327,1.381,4434,19.353,standard,20221114,
SW,,,,4,53.8,28.776,1431,27.461,1.315,6853,-0.106,standard,20221114,
SW,,,,5,52.7,28.973,1435,27.649,1.324,6870,-0.042,standard,20221114,
SW,,,,1,53.6,29.19,1453,27.857,1.333,6952,0,standard,20221114,
SW,,,,2,54.5,29.351,1454,28.01,1.34,6960,0.029,standard,20221114,
SW,,,,3,152.5,29.767,919,28.386,1.381,4469,18.523,standard,20221114,
SW,,,,4,53.3,28.931,1440,27.61,1.321,6888,-0.081,standard,20221114,
SW,,,,5,54.8,29.133,1443,27.803,1.33,6906,0.005,standard,20221114,
SW,,,,1,53.5,29.08,1445,27.752,1.328,6916,0,standard,20221114,
SW,,,,2,54.4,29.106,1442,27.777,1.329,6902,0.068,standard,20221114,
SW,,,,3,172.6,32.609,1007,31.095,1.514,4899,19.322,standard,20221114,
SW,,,,4,54.6,28.645,1423,27.337,1.308,6808,-0.137,standard,20221114,
SW,,,,5,53.1,28.776,1426,27.462,1.314,6822,-0.117,standard,20221114,
SW,,,,1,55.4,33.004,1639,31.496,1.508,7844,0,standard,20221114,
SW,,,,2,55.5,33.046,1637,31.536,1.51,7835,0.029,standard,20221114,
SW,,,,3,126.7,27.733,758,26.446,1.288,3685,18.81,standard,20221114,
SW,,,,4,53.3,32.582,1619,31.094,1.488,7752,0.04,standard,20221114,
SW,,,,5,55.1,32.752,1622,31.256,1.496,7763,0.121,standard,20221114,
SW,,,,1,54.5,32.615,1621,31.125,1.489,7758,0,standard,20221114,
SW,,,,2,53.8,32.806,1624,31.308,1.498,7774,0.077,standard,20221114,
SW,,,,3,117.3,26.978,770,25.726,1.253,3748,19.296,standard,20221114,
SW,,,,4,54.6,32.84,1631,31.34,1.5,7807,-0.041,standard,20221114,
SW,,,,5,54.1,32.972,1630,31.466,1.506,7800,0.102,standard,20221114,
SW,,,,1,58.4,28.298,1424,27.005,1.293,6816,0,standard,20221221,
SW,,,,2,58.8,28.642,1432,27.333,1.309,6855,0.235,standard,20221221,
SW,,,,3,97.7,27.093,968,25.836,1.257,4711,18.158,standard,20221221,
SW,,,,4,59.9,29.113,1455,27.783,1.33,6966,0.13,standard,20221221,
SW,,,,5,59.6,29.38,1462,28.037,1.342,7001,0.363,standard,20221221,
SW,,,,1,58.7,29.205,1461,27.87,1.334,6995,0,standard,20221221,
SW,,,,2,59.2,29.406,1464,28.062,1.344,7011,0.131,standard,20221221,
SW,,,,3,102.7,31.546,1143,30.081,1.465,5565,18.58,standard,20221221,
SW,,,,4,60.3,29.092,1452,27.762,1.329,6954,0.009,standard,20221221,
SW,,,,5,60.3,29.309,1456,27.97,1.34,6971,0.279,standard,20221221,
SW,,,,1,58.2,28.256,1409,26.965,1.291,6745,0,standard,20221221,
SW,,,,2,55.4,28.35,1410,27.055,1.295,6750,0.059,standard,20221221,
SW,,,,3,112.3,35.78,1334,34.119,1.661,6492,18.556,standard,20221221,
SW,,,,4,56.8,28.132,1403,26.847,1.285,6717,-0.161,standard,20221221,
SW,,,,5,56.5,28.422,1411,27.124,1.299,6755,0.068,standard,20221221,
SW,,,,1,54.6,28.162,1404,26.875,1.288,6725,0,standard,20221221,
SW,,,,2,55.7,28.519,1417,27.215,1.304,6790,0.062,standard,20221221,
SW,,,,3,125,36.069,1293,34.393,1.676,6298,18.915,standard,20221221,
SW,,,,4,57.2,28.222,1409,26.932,1.29,6748,-0.142,standard,20221221,
SW,,,,5,57.4,28.48,1413,27.178,1.302,6769,0.084,standard,20221221,
SW,,,,1,56.6,27.246,1358,26.001,1.245,6501,0,standard,20221221,
SW,,,,2,55.7,27.379,1362,26.128,1.252,6525,0.173,standard,20221221,
SW,,,,3,131.8,36.187,1199,34.506,1.681,5838,18.569,standard,20221221,
SW,,,,4,56.3,29.411,1468,28.067,1.344,7033,-0.128,standard,20221221,
SW,,,,5,57.4,29.664,1472,28.308,1.356,7050,0.063,standard,20221221,
SW,,,,1,54.4,29.601,1477,28.247,1.354,7080,0,standard,20221221,
SW,,,,2,54.8,29.8,1480,28.437,1.363,7095,0.099,standard,20221221,
SW,,,,3,153,32.78,947,31.256,1.524,4617,19.161,standard,20221221,
SW,,,,4,57.8,29.582,1476,28.229,1.353,7072,-0.133,standard,20221221,
SW,,,,5,55.5,29.858,1481,28.493,1.366,7100,0.058,standard,20221221,
a,91,1,6,1,53.1,28.941,1437,27.619,1.322,6880,0,sample,20221114,Sulfate
a,91,1,6,2,53.2,29.065,1442,27.737,1.328,6903,0.011,sample,20221114,Sulfate
a,91,1,6,3,180.1,122.167,3915,116.627,5.539,18578,-0.552,sample,20221114,Sulfate
a,91,1,6,4,56.2,29.055,1437,27.728,1.327,6879,-0.03,sample,20221114,Sulfate
a,91,1,6,5,54,29.074,1439,27.745,1.328,6887,0.129,sample,20221114,Sulfate
a,91,2,6,1,54,28.785,1430,27.47,1.315,6844,0,sample,20221114,Sulfate
a,91,2,6,2,54.8,28.872,1430,27.552,1.319,6846,0.048,sample,20221114,Sulfate
a,91,2,6,3,120.1,21.197,748,20.236,0.961,3549,-0.678,sample,20221114,Sulfate
a,91,2,6,4,52.3,28.415,1415,27.117,1.298,6774,-0.296,sample,20221114,Sulfate
a,91,2,6,5,55,28.683,1420,27.373,1.31,6799,-0.187,sample,20221114,Sulfate
a,121.5,1,8,1,53.8,28.621,1423,27.314,1.308,6812,0,sample,20221114,Sulfate
a,121.5,1,8,2,53.9,28.746,1425,27.433,1.313,6821,-0.007,sample,20221114,Sulfate
a,121.5,1,8,3,170.1,63.421,2077,60.545,2.876,9859,-0.713,sample,20221114,Sulfate
a,121.5,1,8,4,53.8,28.526,1417,27.223,1.303,6782,-0.219,sample,20221114,Sulfate
a,121.5,1,8,5,53,28.662,1420,27.352,1.309,6796,-0.114,sample,20221114,Sulfate
a,121.5,2,8,1,53.4,28.631,1423,27.324,1.308,6812,0,sample,20221114,Sulfate
a,121.5,2,8,2,54.6,28.723,1426,27.411,1.312,6824,0.047,sample,20221114,Sulfate
a,121.5,2,8,3,161.5,32.06,976,30.606,1.453,4631,-0.811,sample,20221114,Sulfate
a,121.5,2,8,4,53.3,28.914,1440,27.594,1.32,6890,-0.265,sample,20221114,Sulfate
a,121.5,2,8,5,54.4,29.223,1448,27.888,1.334,6930,-0.125,sample,20221114,Sulfate
a,144.5,1,9,1,55.5,32.727,1626,31.232,1.495,7781,0,sample,20221114,Sulfate
a,144.5,1,9,2,55.1,32.89,1628,31.387,1.502,7789,-0.02,sample,20221114,Sulfate
a,144.5,1,9,3,180.1,31.452,841,30.025,1.428,3994,-0.812,sample,20221114,Sulfate
a,144.5,1,9,4,56,32.458,1610,30.975,1.482,7705,-0.244,sample,20221114,Sulfate
a,144.5,1,9,5,53.9,32.619,1614,31.129,1.49,7725,-0.107,sample,20221114,Sulfate
a,144.5,2,9,1,55,32.46,1612,30.977,1.483,7718,0,sample,20221114,Sulfate
a,144.5,2,9,2,54.4,32.457,1607,30.974,1.483,7693,0.099,sample,20221114,Sulfate
a,144.5,2,9,3,175,47.915,1325,45.743,2.172,6286,-0.948,sample,20221114,Sulfate
a,144.5,2,9,4,54.9,32.074,1591,30.609,1.465,7616,-0.173,sample,20221114,Sulfate
a,144.5,2,9,5,54.7,32.214,1593,30.742,1.472,7626,0.019,sample,20221114,Sulfate
a,210.5,1,12,1,55.4,34.488,1712,32.912,1.576,8200,0,sample,20221114,Sulfate
a,210.5,1,12,2,56.4,34.63,1714,33.048,1.583,8210,0.041,sample,20221114,Sulfate
a,210.5,1,12,3,180.1,66.739,1805,63.712,3.026,8567,-1.252,sample,20221114,Sulfate
a,210.5,1,12,4,56.6,34.59,1715,33.01,1.58,8211,-0.178,sample,20221114,Sulfate
a,210.5,1,12,5,54.8,34.706,1716,33.121,1.586,8218,-0.098,sample,20221114,Sulfate
a,210.5,2,12,1,55.7,34.462,1710,32.887,1.575,8186,0,sample,20221114,Sulfate
a,210.5,2,12,2,55.1,34.507,1713,32.93,1.577,8201,0.04,sample,20221114,Sulfate
a,210.5,2,12,3,117.9,15.376,472,14.678,0.698,2239,-0.115,sample,20221114,Sulfate
a,210.5,2,12,4,54.3,34.347,1710,32.778,1.569,8186,-0.211,sample,20221114,Sulfate
a,210.5,2,12,5,55.7,34.617,1714,33.035,1.582,8206,-0.081,sample,20221114,Sulfate
a,529,2,20,1,55.3,28.557,1422,27.251,1.306,6818,0,sample,20221221,Sulfate
a,529,2,20,2,52.5,28.225,1396,26.933,1.291,6691,0.02,sample,20221221,Sulfate
a,529,2,20,3,140.3,45.366,1570,43.308,2.058,7454,-1.878,sample,20221221,Sulfate
a,529,2,20,4,54.4,26.935,1342,25.703,1.232,6434,-0.29,sample,20221221,Sulfate
a,529,2,20,5,55.4,27.241,1351,25.995,1.246,6477,-0.05,sample,20221221,Sulfate
a,529,1,20,1,53.5,28.755,1429,27.442,1.313,6841,0,sample,20221114,Sulfate
a,529,1,20,2,53.1,28.885,1435,27.565,1.319,6867,0.028,sample,20221114,Sulfate
a,529,1,20,3,162.1,31.954,977,30.498,1.456,4662,-2.953,sample,20221114,Sulfate
a,529,1,20,4,52.5,29.281,1461,27.944,1.337,6991,-0.187,sample,20221114,Sulfate
a,529,1,20,5,55.5,29.469,1459,28.123,1.346,6985,-0.005,sample,20221114,Sulfate
